Region,Alliance,Rank,Votes,Result,Candidate,Party,Constituency,SeatsWon,rcount_BJP_cong_jds_nota,ResultMinority
Hyderabad Karnataka,Others_a,5th and above,578,Lost_,TALURI PRASAD,Independent,Gangawati,0,0,Lost - had less than 20% votes
Hyderabad Karnataka,Others_a,5th and above,500,Lost_,ALAM M.N,Independent,Gangawati,0,0,Lost - had less than 20% votes
Hyderabad Karnataka,Others_a,5th and above,407,Lost_,SHARANAPPA SAJJIHOLA,Aam Aadmi Party,Gangawati,0,0,Lost - had less than 20% votes
Hyderabad Karnataka,Others_a,5th and above,359,Lost_,JOGIN RAMESH NAYAK,Independent,Gangawati,0,0,Lost - had less than 20% votes
Hyderabad Karnataka,Others_a,5th and above,282,Lost_,FATHIMA RAJABAKSHI,Independent,Gangawati,0,0,Lost - had less than 20% votes
Hyderabad Karnataka,Others_a,5th and above,161,Lost_,DIGAMBARRAO ANANTHRAO AMBA,Independent,Gangawati,0,0,Lost - had less than 20% votes
Hyderabad Karnataka,Others_a,5th and above,146,Lost_,SY JARINA SY MUKARAMRAZA,Independent,Gangawati,0,0,Lost - had less than 20% votes
Hyderabad Karnataka,NOTA_a,4th,1615,Lost_,None of the Above,NOTA,Gangawati,0,1,Lost - had less than 20% votes
Southern Karnataka,Cong-JDS,1st,69000,Won_,N.H.SHIVASHANKARA REDDY,Indian National Congress,Gauribidanur,1,1,Won
Southern Karnataka,Cong-JDS,2nd,59832,Lost_,C.R.NARASIMHAMURTHY,Janata Dal (Secular),Gauribidanur,0,1,Lost
Southern Karnataka,BJP,3rd,34759,Lost_,K.JAIPAL REDDY,Bharatiya Janata Party,Gauribidanur,0,1,Lost
Southern Karnataka,Others_a,4th,1095,Lost_,N.R.RAVICHANDRAREDDY,Communist Party of India (Marxist),Gauribidanur,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,731,Lost_,ANANTHA.G. (P.T.MASTER),Republican Party of India (A),Gauribidanur,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,600,Lost_,V.C.SACHIDANANDAMURTHY,Bhaarateeya Janashakthi Congress,Gauribidanur,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,453,Lost_,N.HANUMANTHANAYAKA,Independent,Gauribidanur,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,325,Lost_,G.R.MOHAN KUMAR,Independent,Gauribidanur,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,314,Lost_,YOGEESHA. H.V.,All India Mahila Empowerment Party,Gauribidanur,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,234,Lost_,G.N.RAVI,Independent,Gauribidanur,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,192,Lost_,D.PALYA. KHADAR SUBHAN KHAN,Samajwadi Party,Gauribidanur,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,190,Lost_,AMJAD KHAN (NADIM),Independent,Gauribidanur,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,161,Lost_,DEVAKI. B.A.,Pyramid Party of India,Gauribidanur,0,0,Lost - had less than 20% votes
Southern Karnataka,NOTA_a,5th and above,784,Lost_,None of the Above,NOTA,Gauribidanur,0,1,Lost - had less than 20% votes
Bombay Karnataka,Cong-JDS,1st,90249,Won_,JARKIHOLI RAMESH LAXMANRAO,Indian National Congress,Gokak,1,1,Won - had more than 50% votes
Bombay Karnataka,BJP,2nd,75969,Lost_,ASHOK NINGAYYASWAMI PUJARI,Bharatiya Janata Party,Gokak,0,1,Lost
Bombay Karnataka,Cong-JDS,4th,1553,Lost_,KAREPPA LAKKAPPA TALAWAR,Janata Dal (Secular),Gokak,0,1,Lost - had less than 20% votes
Bombay Karnataka,Others_a,5th and above,1477,Lost_,PARAVIN JABBAR TAMBULE,All India Mahila Empowerment Party,Gokak,0,0,Lost - had less than 20% votes
Bombay Karnataka,Others_a,5th and above,923,Lost_,SHRINATH BALAPPA KAULAGI,Independent,Gokak,0,0,Lost - had less than 20% votes
Bombay Karnataka,Others_a,5th and above,656,Lost_,SURESH BABURAO PATIL,Independent,Gokak,0,0,Lost - had less than 20% votes
Bombay Karnataka,Others_a,5th and above,360,Lost_,RIYAZAHMED ABDULKHADAR PATAD,Independent,Gokak,0,0,Lost - had less than 20% votes
Bombay Karnataka,Others_a,5th and above,357,Lost_,HIDAKAL IMAMASAB HUSENASAB,Independent,Gokak,0,0,Lost - had less than 20% votes
Bombay Karnataka,Others_a,5th and above,315,Lost_,BABU MITTUSAB PHANIBAND,Independent,Gokak,0,0,Lost - had less than 20% votes
Bombay Karnataka,NOTA_a,3rd,2121,Lost_,None of the Above,NOTA,Gokak,0,1,Lost - had less than 20% votes
Bengaluru Karnataka,BJP,1st,79135,Won_,V SOMANNA,Bharatiya Janata Party,Govindraj Nagar,1,1,Won - had more than 50% votes
Bengaluru Karnataka,Cong-JDS,2nd,67760,Lost_,PRIYAKRISHNA,Indian National Congress,Govindraj Nagar,0,1,Lost
Bengaluru Karnataka,Cong-JDS,3rd,7090,Lost_,A NAGENDRA PRASAD,Janata Dal (Secular),Govindraj Nagar,0,1,Lost - had less than 20% votes
Bengaluru Karnataka,Others_a,5th and above,329,Lost_,DR K S GANGADHARA,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),Govindraj Nagar,0,0,Lost - had less than 20% votes
Bengaluru Karnataka,Others_a,5th and above,298,Lost_,S SURESH,Independent,Govindraj Nagar,0,0,Lost - had less than 20% votes
Bengaluru Karnataka,Others_a,5th and above,230,Lost_,N HANUMEGOWDA,Independent,Govindraj Nagar,0,0,Lost - had less than 20% votes
Bengaluru Karnataka,Others_a,5th and above,211,Lost_,PARVEEZ KHAN P,Samanya Janatha Party (Loktantrik),Govindraj Nagar,0,0,Lost - had less than 20% votes
Bengaluru Karnataka,Others_a,5th and above,122,Lost_,SHIVARAJU G,Independent,Govindraj Nagar,0,0,Lost - had less than 20% votes
Bengaluru Karnataka,Others_a,5th and above,94,Lost_,PRABHU,Sarva Janata Party,Govindraj Nagar,0,0,Lost - had less than 20% votes
Bengaluru Karnataka,Others_a,5th and above,75,Lost_,GOVINDAIAH B R,Independent,Govindraj Nagar,0,0,Lost - had less than 20% votes
Bengaluru Karnataka,Others_a,5th and above,69,Lost_,M UMASHANKAR,Independent,Govindraj Nagar,0,0,Lost - had less than 20% votes
Bengaluru Karnataka,Others_a,5th and above,66,Lost_,RAGHUNATH A P,Independent,Govindraj Nagar,0,0,Lost - had less than 20% votes
Bengaluru Karnataka,Others_a,5th and above,58,Lost_,JAYACHANDRA H,Independent,Govindraj Nagar,0,0,Lost - had less than 20% votes
Bengaluru Karnataka,Others_a,5th and above,54,Lost_,SREEDHAR V S,Rani Chennamma Party,Govindraj Nagar,0,0,Lost - had less than 20% votes
Bengaluru Karnataka,Others_a,5th and above,51,Lost_,YATHIS M,Independent,Govindraj Nagar,0,0,Lost - had less than 20% votes
Bengaluru Karnataka,NOTA_a,4th,1589,Lost_,None of the Above,NOTA,Govindraj Nagar,0,1,Lost - had less than 20% votes
Southern Karnataka,Cong-JDS,1st,55572,Won_,S R SRINIVAS (VASU),Janata Dal (Secular),Gubbi,1,1,Won
Southern Karnataka,BJP,2nd,46491,Lost_,G N BETTASWAMY,Bharatiya Janata Party,Gubbi,0,1,Lost
Southern Karnataka,Others_a,3rd,30528,Lost_,S D DILIP KUMAR (SHIVASANDRA),Independent,Gubbi,0,0,Lost - had less than 20% votes
Southern Karnataka,Cong-JDS,4th,13938,Lost_,K KUMAR (BALAJI KUMAR),Indian National Congress,Gubbi,0,1,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,3296,Lost_,H T KRISHNAPPA,Independent,Gubbi,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,1129,Lost_,PRABHUSWAMI B S,Aam Aadmi Party,Gubbi,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,983,Lost_,BETTASWAMY,Independent,Gubbi,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,813,Lost_,DILEEP KUMAR K U,Independent,Gubbi,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,660,Lost_,SRINIVAS,Independent,Gubbi,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,457,Lost_,SHIVAKUMAR M S,Karnataka Pragnyavantha Janatha Party,Gubbi,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,383,Lost_,NAGANNA G K,Independent,Gubbi,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,265,Lost_,A B AJAZ PASHA,Independent,Gubbi,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,227,Lost_,RAJU B S,All India Mahila Empowerment Party,Gubbi,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,221,Lost_,RAVIKUMAR M K,Republican Sena,Gubbi,0,0,Lost - had less than 20% votes
Southern Karnataka,NOTA_a,5th and above,457,Lost_,None of the Above,NOTA,Gubbi,0,1,Lost - had less than 20% votes
Hyderabad Karnataka,BJP,1st,64788,Won_,DATTATRAYA C PATIL REVOOR APPU GOUDA,Bharatiya Janata Party,Gulbarga Dakshin,1,1,Won
Hyderabad Karnataka,Cong-JDS,2nd,59357,Lost_,ALLAMPRABHU PATIL,Indian National Congress,Gulbarga Dakshin,0,1,Lost
Hyderabad Karnataka,Cong-JDS,3rd,14359,Lost_,BASAVARAJ DIGGAVI,Janata Dal (Secular),Gulbarga Dakshin,0,1,Lost - had less than 20% votes
Hyderabad Karnataka,Others_a,4th,1853,Lost_,SURYAKANT NIMBALKAR,Bahujan Samaj Party,Gulbarga Dakshin,0,0,Lost - had less than 20% votes
Hyderabad Karnataka,Others_a,5th and above,597,Lost_,RIZWAN UR RAHMAN SIDDIQUI,Independent,Gulbarga Dakshin,0,0,Lost - had less than 20% votes
Hyderabad Karnataka,Others_a,5th and above,479,Lost_,MAQBOOL KHAN HEERAPUR,Independent,Gulbarga Dakshin,0,0,Lost - had less than 20% votes
Hyderabad Karnataka,Others_a,5th and above,288,Lost_,M S UDANOOR,Indian New Congress Party,Gulbarga Dakshin,0,0,Lost - had less than 20% votes
Hyderabad Karnataka,Others_a,5th and above,259,Lost_,PRAHLAD MATMARI,Independent,Gulbarga Dakshin,0,0,Lost - had less than 20% votes
Hyderabad Karnataka,Others_a,5th and above,252,Lost_,SYED ABDUL BARI,Welfare Party Of India,Gulbarga Dakshin,0,0,Lost - had less than 20% votes
Hyderabad Karnataka,Others_a,5th and above,229,Lost_,JAGANNATH M CHAWAN,National Development Party,Gulbarga Dakshin,0,0,Lost - had less than 20% votes
Hyderabad Karnataka,Others_a,5th and above,184,Lost_,RATNA SUKHJINDER SINGH,All India Mahila Empowerment Party,Gulbarga Dakshin,0,0,Lost - had less than 20% votes
Hyderabad Karnataka,Others_a,5th and above,179,Lost_,VIRANNA KORALLI,Shivsena,Gulbarga Dakshin,0,0,Lost - had less than 20% votes
Hyderabad Karnataka,Others_a,5th and above,171,Lost_,DHARMAVEER S PUJARI,Independent,Gulbarga Dakshin,0,0,Lost - had less than 20% votes
Hyderabad Karnataka,Others_a,5th and above,138,Lost_,CHANDSAB MAKTUMSAB BHIMALLI,Independent,Gulbarga Dakshin,0,0,Lost - had less than 20% votes
Hyderabad Karnataka,Others_a,5th and above,115,Lost_,RAMADEVI RAJKUMAR MADGI,Shramajeevi Party,Gulbarga Dakshin,0,0,Lost - had less than 20% votes
Hyderabad Karnataka,NOTA_a,5th and above,1114,Lost_,None of the Above,NOTA,Gulbarga Dakshin,0,1,Lost - had less than 20% votes
Hyderabad Karnataka,BJP,1st,61750,Won_,BASAWARAJ MATTIMUD,Bharatiya Janata Party,Gulbarga Rural,1,1,Won
Hyderabad Karnataka,Cong-JDS,2nd,49364,Lost_,VIJAYKUMAR G RAMAKRISHNA,Indian National Congress,Gulbarga Rural,0,1,Lost
Hyderabad Karnataka,Cong-JDS,3rd,29538,Lost_,REVU NAIK BELAMAGI,Janata Dal (Secular),Gulbarga Rural,0,1,Lost - had less than 20% votes
Hyderabad Karnataka,Others_a,4th,3491,Lost_,AMBALAGA MARUTI MANAPADE,Communist Party of India (Marxist),Gulbarga Rural,0,0,Lost - had less than 20% votes
Hyderabad Karnataka,Others_a,5th and above,2133,Lost_,GIRISH BAILAPPA KAMBANAVAR,Independent,Gulbarga Rural,0,0,Lost - had less than 20% votes
Hyderabad Karnataka,Others_a,5th and above,1044,Lost_,GANAPATH RAO K MANE,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),Gulbarga Rural,0,0,Lost - had less than 20% votes
Hyderabad Karnataka,Others_a,5th and above,799,Lost_,SUJATA,All India Mahila Empowerment Party,Gulbarga Rural,0,0,Lost - had less than 20% votes
Hyderabad Karnataka,Others_a,5th and above,593,Lost_,VIJAY JADHAV,Independent,Gulbarga Rural,0,0,Lost - had less than 20% votes
Hyderabad Karnataka,Others_a,5th and above,541,Lost_,SHIVASHARANAPPA MARUTIRAO,Independent,Gulbarga Rural,0,0,Lost - had less than 20% votes
Hyderabad Karnataka,Others_a,5th and above,482,Lost_,RAMESH BHIMSINGH,Independent,Gulbarga Rural,0,0,Lost - had less than 20% votes
Hyderabad Karnataka,Others_a,5th and above,431,Lost_,SHANKAR JADHAV,Bharatiya Peoples Party,Gulbarga Rural,0,0,Lost - had less than 20% votes
Hyderabad Karnataka,Others_a,5th and above,394,Lost_,MANJUNATH ANNAPPA,Independent,Gulbarga Rural,0,0,Lost - had less than 20% votes
Hyderabad Karnataka,Others_a,5th and above,323,Lost_,BHARATA KUMAR D KUMSI,Independent,Gulbarga Rural,0,0,Lost - had less than 20% votes
Hyderabad Karnataka,NOTA_a,5th and above,1612,Lost_,None of the Above,NOTA,Gulbarga Rural,0,1,Lost - had less than 20% votes
Hyderabad Karnataka,Cong-JDS,1st,64311,Won_,KANEEZ FATIMA,Indian National Congress,Gulbarga Uttar,1,1,Won
Hyderabad Karnataka,BJP,2nd,58371,Lost_,CHANDRAKANT B PATIL (CHANDU PATIL),Bharatiya Janata Party,Gulbarga Uttar,0,1,Lost
Hyderabad Karnataka,Cong-JDS,3rd,14422,Lost_,NASIR HUSSAIN USTAD,Janata Dal (Secular),Gulbarga Uttar,0,1,Lost - had less than 20% votes
Hyderabad Karnataka,Others_a,4th,7166,Lost_,WAHAJ BABA,Independent,Gulbarga Uttar,0,0,Lost - had less than 20% votes
Hyderabad Karnataka,Others_a,5th and above,797,Lost_,MOHAMMED MOHSIN,SOCIAL DEMOCRATIC PARTY OF INDIA,Gulbarga Uttar,0,0,Lost - had less than 20% votes
Hyderabad Karnataka,Others_a,5th and above,675,Lost_,MOHD SHAFEE KHASIM PATEL,Independent,Gulbarga Uttar,0,0,Lost - had less than 20% votes
Hyderabad Karnataka,Others_a,5th and above,450,Lost_,SYED IMRAN SYED ABDUL RAHEMAN,Independent,Gulbarga Uttar,0,0,Lost - had less than 20% votes
Hyderabad Karnataka,Others_a,5th and above,198,Lost_,SANJEEVKUMAR KARIKAL,Aam Aadmi Party,Gulbarga Uttar,0,0,Lost - had less than 20% votes
Hyderabad Karnataka,Others_a,5th and above,188,Lost_,ABDUL HAMEED DABUR,Akhil Bharatiya Muslim League (Secular),Gulbarga Uttar,0,0,Lost - had less than 20% votes
Hyderabad Karnataka,Others_a,5th and above,174,Lost_,SHAMALA M UDNOOR,Indian New Congress Party,Gulbarga Uttar,0,0,Lost - had less than 20% votes
Hyderabad Karnataka,Others_a,5th and above,160,Lost_,SAKINA PATEL,All India Mahila Empowerment Party,Gulbarga Uttar,0,0,Lost - had less than 20% votes
Hyderabad Karnataka,Others_a,5th and above,151,Lost_,JALALUDDIN QADRI,Independent,Gulbarga Uttar,0,0,Lost - had less than 20% votes
Hyderabad Karnataka,Others_a,5th and above,149,Lost_,PRAKASH RATHOD,BhartiyaBahujanKranti Dal,Gulbarga Uttar,0,0,Lost - had less than 20% votes
Hyderabad Karnataka,Others_a,5th and above,121,Lost_,RUKUM SHAH,All India Ulama Congress,Gulbarga Uttar,0,0,Lost - had less than 20% votes
Hyderabad Karnataka,Others_a,5th and above,103,Lost_,ABDUL BASEER,Independent,Gulbarga Uttar,0,0,Lost - had less than 20% votes
Hyderabad Karnataka,NOTA_a,5th and above,1116,Lost_,None of the Above,NOTA,Gulbarga Uttar,0,1,Lost - had less than 20% votes
Southern Karnataka,BJP,1st,94151,Won_,C S NIRANJAN KUMAR,Bharatiya Janata Party,Gundlupet,1,1,Won - had more than 50% votes
Southern Karnataka,Cong-JDS,2nd,77467,Lost_,M C MOHAN KUMARI URUF GEETHA,Indian National Congress,Gundlupet,0,1,Lost
Southern Karnataka,Others_a,3rd,6412,Lost_,S GURUPRASAD,Bahujan Samaj Party,Gundlupet,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,4th,1419,Lost_,KANTHARAJ C G,Praja Parivartan Party,Gundlupet,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,857,Lost_,A G RAMACHANDRA RAO,All India Mahila Empowerment Party,Gundlupet,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,717,Lost_,B C SHEKAR RAJU,Independent,Gundlupet,0,0,Lost - had less than 20% votes
Southern Karnataka,Others_a,5th and above,648,Lost_,BELLASETTY SIDDAIAH,Independent,Gundlupet,0,0,Lost - had less than 20% votes
Southern Karnataka,NOTA_a,5th and above,1231,Lost_,None of the Above,NOTA,Gundlupet,0,1,Lost - had less than 20% votes
Hyderabad Karnataka,Cong-JDS,1st,79627,Won_,NAGANGOUDA KANDKUR,Janata Dal (Secular),Gurmitkal,1,1,Won - had more than 50% votes
Hyderabad Karnataka,Cong-JDS,2nd,55147,Lost_,BABURAO CHINCHANSUR,Indian National Congress,Gurmitkal,0,1,Lost
Hyderabad Karnataka,BJP,3rd,8995,Lost_,SAYIBANNA,Bharatiya Janata Party,Gurmitkal,0,1,Lost - had less than 20% votes
Hyderabad Karnataka,Others_a,5th and above,1392,Lost_,CHANDRASHEKAR T.DASANKERI,Indian New Congress Party,Gurmitkal,0,0,Lost - had less than 20% votes
Hyderabad Karnataka,Others_a,5th and above,1272,Lost_,K. SOMASHEKAR,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),Gurmitkal,0,0,Lost - had less than 20% votes
Hyderabad Karnataka,Others_a,5th and above,584,Lost_,SATYANARAYANA YADAV,Samajwadi Party,Gurmitkal,0,0,Lost - had less than 20% votes
Hyderabad Karnataka,Others_a,5th and above,569,Lost_,ASHOK,Namma Congress,Gurmitkal,0,0,Lost - had less than 20% votes
Hyderabad Karnataka,Others_a,5th and above,543,Lost_,BABANKUMAR,BhartiyaBahujanKranti Dal,Gurmitkal,0,0,Lost - had less than 20% votes
Hyderabad Karnataka,Others_a,5th and above,427,Lost_,VENKATESH,Dr. Ambedkar People's Party,Gurmitkal,0,0,Lost - had less than 20% votes
Hyderabad Karnataka,Others_a,5th and above,386,Lost_,JAFAR HUSSAIN,All India Mahila Empowerment Party,Gurmitkal,0,0,Lost - had less than 20% votes
Hyderabad Karnataka,Others_a,5th and above,333,Lost_,BHASKAR,Bharatiya Prajagala Kalyana Paksha,Gurmitkal,0,0,Lost - had less than 20% votes
Hyderabad Karnataka,Others_a,5th and above,281,Lost_,PAPANNA,Hindustan Janta Party,Gurmitkal,0,0,Lost - had less than 20% votes
Hyderabad Karnataka,NOTA_a,4th,2418,Lost_,None of the Above,NOTA,Gurmitkal,0,1,Lost - had less than 20% votes
Central Karnataka,Cong-JDS,1st,54097,Won_,P. T. PARAMESHWARA NAIK,Indian National Congress,Hadagalli,1,1,Won
Central Karnataka,Others_a,2nd,44919,Lost_,ODO GANGAPPA,Independent,Hadagalli,0,0,Lost
Central Karnataka,BJP,3rd,28255,Lost_,CHANDRANAIK. B,Bharatiya Janata Party,Hadagalli,0,1,Lost
Central Karnataka,Cong-JDS,4th,8327,Lost_,KAYANNANAVARA PUTRAPPA,Janata Dal (Secular),Hadagalli,0,1,Lost - had less than 20% votes
Central Karnataka,Others_a,5th and above,1534,Lost_,KRISHNA NAIK. L,All India Mahila Empowerment Party,Hadagalli,0,0,Lost - had less than 20% votes
Central Karnataka,Others_a,5th and above,824,Lost_,HARISH KUMAR. V,Karnataka Pragnyavantha Janatha Party,Hadagalli,0,0,Lost - had less than 20% votes
Central Karnataka,NOTA_a,5th and above,2024,Lost_,None of the Above,NOTA,Hadagalli,0,1,Lost - had less than 20% votes
Central Karnataka,Cong-JDS,1st,78337,Won_,BHEEMA NAIK L.B.P.,Indian National Congress,Hagaribommanahalli,1,1,Won
Central Karnataka,BJP,2nd,71105,Lost_,K.NEMIRAJA NAIK,Bharatiya Janata Party,Hagaribommanahalli,0,1,Lost
Central Karnataka,Others_a,3rd,17058,Lost_,PARAMESHWARA.L,Independent,Hagaribommanahalli,0,0,Lost - had less than 20% votes
Central Karnataka,Cong-JDS,4th,5100,Lost_,S.KRUSHNA NAIK,Janata Dal (Secular),Hagaribommanahalli,0,1,Lost - had less than 20% votes
Central Karnataka,Others_a,5th and above,1493,Lost_,B.MALAMMA,Communist Party of India (Marxist),Hagaribommanahalli,0,0,Lost - had less than 20% votes
Central Karnataka,Others_a,5th and above,675,Lost_,AJJAIAH.H,All India Mahila Empowerment Party,Hagaribommanahalli,0,0,Lost - had less than 20% votes
Central Karnataka,Others_a,5th and above,521,Lost_,V.HANUMANTHAPPA,All India Forward Bloc,Hagaribommanahalli,0,0,Lost - had less than 20% votes
Central Karnataka,Others_a,5th and above,305,Lost_,SANTHOSH GULEDATTI,Communist Party of India (Marxist-Leninist) (Liberation),Hagaribommanahalli,0,0,Lost - had less than 20% votes
Central Karnataka,Others_a,5th and above,257,Lost_,C.H.LINGAPPA CHALUVADI,Republican Party of India,Hagaribommanahalli,0,0,Lost - had less than 20% votes
Central Karnataka,NOTA_a,5th and above,1345,Lost_,None of the Above,NOTA,Hagaribommanahalli,0,1,Lost - had less than 20% votes
Coastal Karnataka,Cong-JDS,1st,61577,Won_,DESHPANDE R.V,Indian National Congress,Haliyal,1,1,Won
Coastal Karnataka,BJP,2nd,56437,Lost_,SUNIL HEGADE,Bharatiya Janata Party,Haliyal,0,1,Lost
Coastal Karnataka,Cong-JDS,3rd,7209,Lost_,K. R.RAMESH,Janata Dal (Secular),Haliyal,0,1,Lost - had less than 20% votes
Coastal Karnataka,Others_a,4th,2629,Lost_,T. R. CHANDRASHEKHAR,Independent,Haliyal,0,0,Lost - had less than 20% votes
Coastal Karnataka,Others_a,5th and above,1127,Lost_,YAMUNA GAONKAR,Communist Party of India (Marxist),Haliyal,0,0,Lost - had less than 20% votes
Coastal Karnataka,Others_a,5th and above,913,Lost_,KAKKERI BADESAB HUSSAINSAB,All India Mahila Empowerment Party,Haliyal,0,0,Lost - had less than 20% votes
Coastal Karnataka,Others_a,5th and above,559,Lost_,JAHANGIR BABA KHAN,Indian New Congress Party,Haliyal,0,0,Lost - had less than 20% votes
Coastal Karnataka,Others_a,5th and above,546,Lost_,SHANKAR BASAVANT FAKRI,Shivsena,Haliyal,0,0,Lost - had less than 20% votes
Coastal Karnataka,Others_a,5th and above,411,Lost_,ELIYAS KATI,Independent,Haliyal,0,0,Lost - had less than 20% votes
Coastal Karnataka,NOTA_a,5th and above,1275,Lost_,None of the Above,NOTA,Haliyal,0,1,Lost - had less than 20% votes
